FloatNumbers,Integers,SomeStrings,Time
47452.41831303149,790402,DhUFAXoaEe,1999-11-28
174497.55577132807,873124,MZWurzkdaK,2014-09-24
207773.32670938934,262141,AvgyLwQDmK,2004-11-19
696394.6077514532,898432,PNGifZrLJP,2002-08-16
175728.9483791468,4848,pgZzAXUPuT,2008-06-26
235717.79811359986,194389,sEPxcGGNWy,2003-11-12
50754.99322699026,333912,ZVgCrhxcxl,2004-12-24
241271.76252738657,975810,tAincGobRg,2002-03-05
843488.6784068281,996,mnsywXSHhl,2018-10-02
207543.57890290013,647159,KRhtbBozhi,2011-07-27
567771.6022805318,378866,eydfMeDiaF,2015-10-01
353696.0234342206,613690,KrkrCxTnmt,2008-03-26
47051.82784831647,463820,yfgagzBfgS,2019-01-12
562750.2592070068,883277,PURtHksUOo,2004-03-14
531331.606608304,297408,QJPgBHpRcm,2008-08-17
369781.43222246296,455023,OmcghQtlZI,1999-10-12
48557.16522061505,809722,BkEfaBQvXq,2009-12-12
726574.9062876091,171885,xUdDvruKWR,1998-05-06
148003.08133945017,214174,hxHWrtBJHP,2002-02-03
80684.62117238344,873351,QRQxPjjShs,2006-06-18
406102.8245901256,185536,XvNVuuQeRP,2007-04-28
100004.89510951455,42844,QmQgkeBchf,1996-06-22
35474.88265720035,951213,zaVRsTdyBZ,2012-03-15
583803.1672239865,12271,htqhCbIasJ,2017-08-06
661279.6410096067,935575,pQAMKMQuTw,2016-07-18
56253.86043199681,547143,WyKKBauQsq,1998-03-19
435953.0048106479,59576,OJBgyAClTd,1998-01-04
250651.5790604872,769866,VADhjfFcar,2004-09-25
542889.833814934,507455,zDOpKbqzFq,2011-10-13
127846.2150974301,162450,drhIkTaYUx,1999-08-25
479306.3372592162,743274,UEROgHBFYS,2016-03-18
52704.57674877035,546902,AksYJZbYcX,2016-04-10
254637.80050180157,838921,eBnDCTYmHo,2007-10-17
60977.84805433175,115557,RNEYsaOLNK,1996-12-17
114570.77059639599,299035,TGZDQAHziw,2005-09-05
28447.9796753787,543670,KhgdDiwqkc,2005-07-03
670909.6767386722,54368,OVDWFfALmX,1999-06-28
362680.76775813114,632153,gDeHstpYRs,1998-04-21
178705.94967449637,556498,ljrcvEOJrN,2009-10-20
280999.40597296826,605835,vXWSvlPoMs,2002-11-14
384963.1868815253,460923,FdxBMpwbbZ,2015-01-23
422281.6095588889,120003,BQSVUvmlwB,2018-07-22
518569.9194770403,203626,VlUXdmYRXN,2002-07-16
20404.25311034007,776037,bTdDnskbhE,2002-08-25
251200.75407154814,324211,DZjaBClRge,2004-07-20
33092.72892244148,203169,fQRPbbBivU,2011-07-25
79070.59300963528,64889,ZOLUmCqPoO,1997-09-01
270348.9749688252,675161,NGQjiFofUg,2012-05-20
386944.6994536212,203270,ajtqrSMUDP,2004-02-21
131615.96690544506,106137,aTVKxRfNDW,2006-04-28
97498.0059047005,34980,NeRmwIuTJK,2000-03-25
184469.74434868712,203900,eZwcVDKwWC,1997-02-13
251468.88885719387,170393,RNAxzNwVqn,2000-10-05
406494.8993591739,221492,sTVDDeTdMA,2010-10-28
442045.99125458015,39118,nTyYqnQMSJ,2009-04-24
72871.99820680631,852696,LwkAhaDPCR,1999-02-25
20125.601966503327,8489,tFyJSMVNgJ,2010-02-13
33366.799974489186,926908,xZbldFOxME,2010-05-18
123903.17794003873,411395,kVQzqAYPGi,2006-07-05
878083.0467451112,508923,lKWrJlepaJ,2002-06-05
259139.33255582594,669500,lULClvvfQT,2000-09-30
254416.0961948621,962025,JCcHMvLwwL,2013-01-07
402870.44982648204,20471,pCImlnxhtD,2019-01-30
24919.21315610825,210392,djkUNUdBUE,1995-08-13
406632.32204130344,261424,VgumnCtmSV,2005-09-13
623820.5488841364,55037,FvwdOGqKia,1998-11-30
362511.69576811785,993997,waMYJPpHan,2018-09-17
54598.66538459468,897617,CRHIURRarb,2004-08-26
28242.694601345207,213377,IXPpTpWqnL,2018-08-07
81478.72158242168,662919,ZvJBFwZIoH,2010-09-15
151352.27550926886,17109,TSlZAjbmeP,2014-01-27
284306.19969075127,488260,suExYanSmq,2000-12-06
165029.19207881362,55126,pZKzLzybgq,2008-11-18
208310.69571552286,527227,TSdrEbPfDC,2006-11-13
63349.650567528435,354697,EzBOiKZibM,2004-06-23
103443.94886432249,428389,aykXdfYoTl,2015-12-02
73088.86475059298,128029,ExnWvcfPbz,2013-05-19
791318.93314356,564989,diMUzYTeHt,2002-05-12
634196.8914114328,223069,lyYtyyGexF,2010-02-04
48857.27089128515,528099,qveFRbeOiG,1996-02-15
83715.47578606337,472546,qRYIGPQGuG,2014-05-02
152343.6453230668,779125,skaiPGFgiC,2018-08-24
313600.07041327906,225966,ucZANCDLfc,2012-08-21
52705.35145622921,247848,aNogUZagYG,2012-01-22
340276.29066038993,950956,UcGkfqnmMc,2018-09-03
131715.97819721224,252840,AivBjbcUXH,2010-08-03
422598.66731311305,577171,XWopeEahZT,2005-12-04
55870.18607339685,542507,QmrqojUnhH,2007-08-16
84314.171455292,593990,DfFnHFfloP,1998-12-12
133674.83845313347,187936,PDxaOopQAD,2006-10-23
90004.60971549273,923534,sRwmjzsjiZ,2010-06-19
352228.8228633443,478404,HnXQPiBZuv,2007-11-15
467060.37610602257,664698,tdgAYVqThZ,2008-07-16
371913.7225833987,64211,aHZKwqFzGW,2014-08-09
33392.41787056465,666319,jyLxLPGbCD,2017-09-15
77719.59489546536,310863,jIxlmANYDd,2011-06-06
77685.95955516779,864253,FlxawchEwm,2015-05-12
297261.0017855333,568190,BjnNTSBJJr,2000-10-19
41674.55971837543,960574,heFtLAMIfl,2017-04-18
748252.1413135187,472304,lkvlGIPEts,2002-02-08
689508.9730771689,144519,DDJxzutVMl,1998-04-26
594973.0982228586,775340,nzJgsptIoy,2013-08-29
3205.9278758548144,814874,EHlzDazfDR,2000-09-13
85535.84237829265,881546,kEmaPeRJES,2016-12-03
583841.9318258968,686577,OZVThGDwQw,2009-09-08
348458.4654165003,954564,yrVumsXAbi,2012-06-30
67612.6021679513,769436,IBcKNKFNBY,2010-10-14
505159.34358640737,96298,VOTEYtCUEA,2007-07-21
319499.3324824533,135690,KVRLBLYxrH,2020-01-19
341006.6375213788,592162,UiYTuHRFrr,2006-04-24
322754.0817847454,19109,ZgarDukJbK,2004-05-01
528934.9615161133,913389,MMaevgAxzx,2003-12-18
287459.6099468933,349352,ZuTpEvmPHj,2008-07-12
59511.30875721192,761421,DYxjUztkZj,2011-02-10
8901.939331253836,566585,eJhhNhIMIM,2014-11-01
174521.49359456293,873000,XLMGmiDuWd,2009-06-05
662425.3144435111,31513,cUcBqYGYKk,2000-11-01
5837.656689820833,508711,wzkbKPxyWE,1999-11-08
83382.50788266576,443629,SwdgrOlLgW,2008-11-12
454419.34359882824,958479,czTmbnGXdQ,2012-03-04
83841.51825247015,491777,XQiXEmMJjW,2008-07-05
213231.10417625486,812425,npjWZUVdjR,2008-01-21
97316.62688647713,986753,IfEcbLXDla,1997-08-20
93494.90237046214,293408,wBBnkRfsqN,2018-06-19
719066.9423449964,251550,wHCJNLrWJM,2007-10-16
71339.36937185196,200347,oQLFPxXYvp,1997-09-26
663791.2131163778,385683,GnwoAwejlj,2007-09-22
234191.3122834764,534420,HWVECCLIUb,2002-01-09
252804.87524371824,186952,vuxdRXIjeW,2002-12-14
61030.179080406466,983664,uIUeNtWloO,1995-05-16
89845.79439748409,239496,yJAnKQDjXH,2014-09-29
75325.11568649382,628589,DbbXyiSorx,2006-09-24
31462.946219429567,512993,okvLojgiWs,1999-11-05
112220.88980016026,968451,fpWNjWaZcj,2003-06-07
3402.404774799734,3595,ZqgPnnvpXC,2006-04-18
26560.409945172712,191316,ffyZnRtGZJ,2004-06-16
583629.7165660813,891404,zBRMIVHsLx,1994-12-28
487774.56976275827,811894,QcLIefgJka,1997-07-18
365780.83644092036,170399,hNdJjKZoYS,2007-07-12
528276.3894370449,925113,CZHvOFBjem,2003-12-24
367898.51993088867,10767,dGtRuaRRJK,2018-06-27
379.54097821328895,437090,neugeVznwk,1997-11-28
771790.8071779732,551071,lJUttczosW,2012-07-08
368087.27769381105,105482,tBYzCOhFkm,2001-04-15
82399.9428888193,307978,hUaNaQDPSd,2010-09-13
459412.21260213165,473648,hDvaanCZYJ,2012-08-19
301806.4180527746,378349,fHTqWuptNu,2005-12-13
251986.83252912335,633743,jhdcjODIGz,2020-11-03
620534.4063356518,42581,ofwaAzkmTm,2006-12-25
71809.31593214127,96432,vVczFPoioc,2013-03-23
48129.78922921696,84783,pHOmQhmzic,2020-05-17
265021.86460362264,999343,dwWvdhHDxb,1999-08-17
307496.6203644102,141693,lMrWVmsMvQ,2011-09-05
473790.2334882762,261032,qqaiVNeenR,2007-09-10
350741.46281420975,493407,hZptcZRuHZ,2007-04-12
368401.74967019196,673237,slcraMjCWX,2010-06-04
120875.97848771706,737927,BbwdqcMTog,2017-02-15
29043.017237719792,545329,VhWMRgPiwY,1997-12-04
118828.58901199549,403005,CiDnNQMfwO,1996-08-23
7133.079383775481,384979,SXaZJYSSYZ,1998-08-21
605552.4144264676,245564,xLElhBZWcc,2010-05-04
364871.5098276604,908704,XpWuhvoRrI,2007-02-24
5787.196567215842,691064,IZLrlDBypu,2015-10-30
307269.18043365044,138354,TdrkoSZkUg,2011-10-09
194744.78798782322,341724,lyMjhbQIfZ,2000-04-22
229123.63028460852,135639,qnWqyoxVQe,2013-10-16
323853.1133006539,597358,oeVXDuyfYe,2019-01-03
25402.634167578413,778490,oCWlUpOeTY,2000-10-29
167165.92855360796,147641,FxrIkTJnoe,2003-02-09
496235.71530548955,987170,WUymUpUFAz,2012-09-02
531483.1635358105,402803,ZCxczGpHTG,2000-01-25
52518.380274576564,294306,JOdbyDYzfD,2004-07-27
462770.27041553764,822666,IWWuilBpXW,2011-03-17
309121.9273630339,899980,bFSqkqugaA,1997-12-09
89956.15856119277,784417,vLSvgXfllo,2012-12-30
227389.32413412913,225757,RaZQsErCga,2001-02-13
544206.8163571957,193806,MXEOygcLKF,2001-08-10
4428.102266883249,833925,vPDbtonGZw,2001-07-19
171283.9875068922,873672,IDkVnPeyPs,1999-05-05
194171.63178988005,578626,OufibHZIBT,2012-05-02
232147.06744453564,334240,chXzuyOBUd,1996-01-21
104690.56745196489,896113,nkgjEOzrjt,2016-08-04
1587.7457094146619,581044,ASDQlYQbkV,2014-04-06
1468.601017036282,105567,NFjOcYJeex,2006-02-10
112093.24955577283,288368,NKaWEsgHjI,2010-05-27
432609.5227215706,978112,aOwkTiKPIy,2015-02-24
115287.2562325287,450989,fAfmEsrSFD,2016-12-23
258634.948899562,826499,nwFllOiSrH,2002-09-02
28612.749494321542,108085,GOJhobfNqU,2015-04-04
450921.7284409155,831901,aQxatWDJLl,1995-03-10
95701.18456037281,113325,QkhpxFbGjZ,2000-02-20
79706.27266789714,679640,VWYkzodAyf,2011-06-07
347502.3282926402,242899,bYSMxYuLkW,2004-09-08
760917.4161485413,112917,FeOvtTkDMx,1999-11-27
886832.7422766053,726388,NucLMDRlfj,2000-11-06
90257.45667465299,901827,slpriakXwa,2009-08-04
247652.81857023347,544930,rqFOSEESJc,2001-12-17
48995.43488820774,167345,NdtkToXaZj,2011-08-20
279575.9725945811,404805,cccDiZOIkV,2001-01-01
134631.87553908306,542654,INCzoJoJhB,2007-08-04
10097.141889411261,726439,rOjdTpwjrG,1997-04-06
1584.2486017904278,898859,DGursdqDPM,2013-06-11
245837.93124196405,870439,PDSvzePpxI,1999-08-08
26111.451498271865,313291,PkGJnIFQtn,1997-11-11
620897.6640602424,611773,VqWyciBvVp,2019-07-20
90561.10879751957,224261,RpjWWjbHrq,2009-07-13
276722.59537046676,136073,kwVXYXzRhV,2004-10-16
17358.414012021407,298647,VMjAtEqXFK,2011-07-23
48875.13500221584,858086,FtiDGUwUbd,2011-10-26
356543.51903098513,995020,cWdGQelQmY,2007-02-04
212157.39806801904,564019,vNyrnqtDbJ,2010-07-07
228208.0660798598,130418,nfYtgOjErV,2011-07-30
668764.8616471826,457376,YIDSMjucMa,2014-05-17
48892.18239474898,66357,ZbCjmuswmy,2020-05-20
203653.41347772442,581330,mYvmIsLwHS,2007-07-27
392749.49833020393,521640,djlLEvulnZ,2019-02-15
14526.65934016644,813578,TmECWnMHUS,2007-07-30
290325.9835808162,462562,vZXtvnxcDH,2009-11-10
273615.09734218643,446160,buoaruLXXv,2002-03-09
203971.11851010603,861520,NQuxUckulM,2018-07-07
488642.1717557618,965787,ezwmlIacvX,2011-03-23
62969.73792846998,333106,OebtZVFtIX,2008-08-13
1256.1178881224985,570124,UeRtLgtrtK,2011-04-26
210116.34481200544,691249,ZZTwQcnfRO,2000-06-03
556269.8132166924,764312,KehMlTfgiK,2008-10-18
146214.58577738673,214377,rNOUyvzmFR,1998-05-23
6331.291132356994,867149,DWbnRIjzLx,2017-02-02
146295.5464738727,180934,lykjOPmGDB,2014-05-10
226594.67322582047,292375,rzMFNLedYB,2008-03-21
341485.69433335593,290919,SXxRHiTejH,2010-01-19
408981.72073624557,580333,JDqLPaspKZ,2011-03-06
793878.8684302036,330940,EZzFjPRQzC,2019-03-16
87006.25722499243,966021,iGqsSGvVTD,2015-10-30
517665.9508695369,714638,NBQnUXOWIk,2015-10-16
603371.9337535357,111982,fjzTmubIlZ,1996-04-07
361170.7811040429,731508,EOJxLYGicK,2018-09-03
261450.755508992,194690,jmernjteAJ,1997-10-02
368973.1254611307,935007,IEthaNgIoz,2018-04-25
334077.00976385287,459758,UEFaVIwEIU,2020-05-13
6829.3761076865685,319959,OiFyUBLkwV,2001-04-04
255942.7765802094,254853,fXVpvJpFVH,2016-02-26
180403.32542589703,823114,eZtovibUWn,2001-06-06
642.7128844175509,957397,saxXzfFBwR,2003-01-09
103440.32963094623,715255,saiCZmyCTs,1995-04-10
415253.23078856897,740426,PkfsgSpQpi,2014-03-09
278493.22808160493,781098,uvrJsrzSul,1996-03-30
29814.291542913877,324192,KYgatSAZpt,2011-04-25
548824.1065887053,437017,AKeAOKrZBQ,2017-07-17
88762.75345014554,377524,qhUMxGbMzo,2018-03-03
165154.45841606747,103869,rGFZxfrWtb,1995-04-19
88541.60786125838,510801,XnIJTksRky,2006-07-13
13481.524216578617,301852,ZkYtQuPoST,2020-12-05
509407.39831734606,516318,JMRyiMyykI,2006-03-09
162024.3317626738,994962,eyaUWJYsyI,2005-01-10
560688.5469900259,956791,oABpzqhlLj,2011-06-04
580315.4992481996,939310,cYTwvqQmHM,1999-12-26
62808.169760265424,881932,cLHzEDtyVq,1996-07-15
9949.00389969088,308504,wwTrjOwMvZ,2019-12-18
53691.3571167432,534269,vtyRstKVOu,1995-02-02
18422.04366656697,264769,ADlJpVdmre,1996-12-08
608972.503640676,177939,YbjrdKzgmL,2001-03-03
52256.871449787664,785374,YeBwHJUXgh,2002-09-22
4635.7242846886165,291054,udCoCwBoeQ,2005-02-19
506385.0100573402,696329,PmzKTKwtUx,2001-03-01
231039.9756982866,313419,PTEdlJUUCa,2016-07-20
260842.62166131442,186474,idZbIixitv,2019-02-04
38694.12067692107,927420,oeCxkYfBVD,1998-02-24
125550.97691891907,126119,KJWtoOPjlb,2003-06-20
57233.86589290462,455176,TAXfnkzUQx,2019-02-17
115928.05801405237,421676,srClAEmeVp,2003-12-14
122888.75099958199,875857,NkHNMehSmK,2016-01-11
682272.4189603004,763063,XbAwSTISte,2018-11-07
283575.8891871867,920442,DTmDlRaoGI,2003-05-06
273371.28150232317,846065,dShyNhpAvr,2003-09-11
765123.3382549611,825923,rYhSknInFx,2007-04-09
6932.784608948412,186513,zOkfjrmacl,2005-09-12
647481.1069622709,528458,AWYChzsgoJ,2016-10-31
409962.2373854558,797302,DXVhurGCTk,2015-10-28
151991.59452628082,369896,IimkORsleU,1997-01-30
82549.05961384953,317433,aQXlASAHKG,2015-03-29
326979.01393197256,803925,foYdGWFEmq,2014-03-10
60411.81701571213,700927,AxpcgZUvLu,2000-04-02
1981.5701870641321,348785,CCBoltlNAK,2009-08-27
42552.734972059196,814413,KKrcyvtbHU,2007-12-06
26877.103873486365,9770,gxAKnDUxmx,2020-05-18
404006.94291779393,942493,xIzaVXUUdw,2014-09-23
42.50842259072556,496249,JwpTvphqoW,2000-01-23
64870.194902420524,79535,OkHTCYAany,2018-02-17
651666.2067330972,253523,rUxHGcTIfj,2009-03-18
14975.834372734078,246739,zIJBYkZhOP,2017-10-04
541589.6178734746,339803,EGuVxuAabB,2008-01-02
123850.9998716641,178180,eABdHgvYFq,2008-09-03
123284.00954583808,574368,xenmTXHHoZ,1995-12-27
91462.93952961278,514448,VJVVvkggHF,2015-03-29
175413.50551023314,95934,ulCWuAEQMh,2015-03-31
23551.1678601124,479962,sJcKohNbDo,2002-01-29
207932.37167274705,421709,URtwdMfNCv,2010-05-03
81750.33291553926,166262,HbKppTWGiO,2004-12-04
291448.4899943343,138218,NqeHCClKAV,2004-08-12
94091.03165151474,128610,mLIrhNOTLs,2011-05-07
156951.1183323219,363457,xtOGbkftjE,2000-12-16
488572.11203575385,820850,buGphkEMoI,1997-05-07
49372.82761687083,817208,ppCVbAecgi,2007-09-23
421178.3239969127,227043,VWMmYmiypP,1995-11-15
50774.43784414273,783660,nhBXJybvMm,2009-12-15
111563.48043127928,881572,WzNMwIeVKr,2019-01-28
547172.0875544702,205878,mKfyBIEFaw,1998-09-13
182588.98827911168,797815,fvZUPShzJV,2015-06-13
32627.633779039144,322592,QNYjIQDnuW,2010-09-20
163207.7205281714,340403,ajIdiOcGEW,2016-01-20
483317.7825806063,872042,zrwcPtygrn,1995-11-26
38179.10506676646,86650,nWmzMTsVZS,2017-02-26
695810.5098548736,122633,YtkHOrXPbi,2000-04-11
206036.2254325103,76240,FflCpnfnxj,2010-12-07
70605.01097011223,520094,jmnEYdyGja,2008-07-18
825748.4703306652,405413,fhGFrmRMyK,2019-04-01
742609.25777968,738007,rRTpkGXALc,1999-08-30
717076.0322533733,14036,pczwNQoMMc,1998-11-23
275072.8809643322,755565,kzFIELEZrx,1999-10-09
150184.84532765162,718687,IKJAYoLsHY,2011-09-16
141319.16141496933,692378,LLfYXJwBOq,2001-12-18
186149.0706518457,273600,DyhhFmmfrI,1997-02-03
68255.1814469701,997482,WSKlZpLHsp,2016-06-10
178667.05277385935,408594,iwqdJeUfFq,2000-07-22
312596.1795660528,591862,eWtgYijJVv,2019-12-29
643582.7766120767,109633,fVjWdnROFv,2005-08-07
255574.69200872263,977704,FkcVthlUTT,2020-06-25
3264.888289803262,248289,tACmjWXjma,2001-08-10
25167.090478887458,165238,dMEIUetXCB,2014-10-22
674621.0226984472,708918,KgyGGQybkh,2018-03-27
289865.5132329384,179467,THCKJZIGRs,1996-12-03
154114.90294572213,91497,ZkmXqMRKin,1994-11-21
912452.0190151791,46406,xVwrcKTlFA,2007-11-15
356462.656007558,996686,vlXMwvXbyy,2006-11-08
64710.95780709843,707141,UQKmzOMQuj,2004-03-26
188058.93197635686,814778,swlGRPPUnT,2018-03-20
10567.08657289035,929019,ycCuzvaMhj,2003-12-10
97599.70873401052,622858,yrlaEAiZQf,2013-07-11
14807.307173627485,59377,fvpWVhcAhM,1996-04-30
248429.2139957164,503875,DgMIKJcSKy,2017-02-23
77411.05853048577,339680,EMJQdChCFZ,1999-06-21
116356.49651614063,673390,eYBCwOTMbY,2015-08-23
180563.04439721632,215711,VoaNFHChaS,2001-01-06
60010.98484326683,141609,KBGeTayRqN,2013-01-13
92477.68718194024,315561,bPFtPiepbd,2012-09-28
535203.2388215443,78009,UCGsFLAVbQ,2013-06-12
685345.4891898762,792494,cuoJgcEAhW,2014-05-22
159125.87667219303,683708,bKQaQffCTl,2001-10-29
784108.5974376602,641902,uMlzstsHFQ,2001-08-20
113743.51188054738,901052,KvcMAoqKGM,1998-06-29
469460.5956414427,636862,lBhQlxujEp,1996-11-19
190669.0869259245,122444,nxQurshQfg,2008-02-22
481697.8039381825,300134,juNfuOdCbv,1996-03-16
70368.59051724842,120819,iYugWbdjIn,2016-08-05
185.52651911010855,306184,lWZbAaDZHW,1997-02-07
286608.6163720318,99509,NkbtpNRNWZ,1998-05-04
5813.362821363847,702443,FvZKNErttf,2020-09-30
6957.086325930555,804958,hZpJdZOTBn,2015-07-18
167751.27606112722,357415,YSCQUAzlKK,2014-10-17
70794.68261218576,85449,HWdfccKbwj,1996-08-11
39779.57110384131,673824,meHmfckPUO,2010-05-19
40632.88378430761,249920,ahmQsorSok,2006-02-02
619525.6729447843,387495,YenQttJcCq,2010-06-04
14374.298072784075,364827,TFeHAQKTwB,1998-09-02
52058.27407622908,12259,SYVkHEWkjB,2013-10-02
321560.30049368524,44837,cgUtIqkGqP,2014-02-23
71446.11788068496,726238,SCuarWWMUO,1996-02-24
893600.85250679,144005,zvMjgEptgw,2003-06-20
20312.962318366623,151450,rtGeRGBhUQ,2008-01-10
167760.88251473632,161506,Jdmutbaljs,1995-03-30
545990.864566083,89314,IEHLGDmxVu,2003-01-13
65696.08235401157,35627,aRjlwRwRLL,2006-02-18
68641.27248587318,717096,udGeXKwMEp,2017-12-21
172416.2290963228,693279,tlgDdOXhti,2013-09-21
295072.87870727933,506738,CQrKJKffkR,1994-12-07
18602.01589780722,527350,yWgAoNmxIh,1999-01-10
129657.49623784731,572193,kMPqLQsShx,2004-07-30
110919.1525604877,111071,oWHgksptgv,2017-05-22
624616.344314748,540338,CuPbWTXTvw,2015-03-03
545540.9331208065,516682,hQNtASbgRV,2008-10-31
52691.334759945006,59302,bSujjlTabf,2011-08-08
14320.140265856357,731654,HevxwdbjaB,1998-06-14
170380.92027179603,202767,JeJwfPaJLu,1996-01-10
376111.4628659738,667843,byVyVOPBsy,2000-06-13
636602.7803010495,490059,fuvcQvEAJv,1999-07-07
84742.021009843,896391,dzSyxJJcuP,1999-12-24
219058.11784849304,422616,lRgQDOErFI,1998-02-03
179633.68566038524,803893,pVEdezLzYq,2005-09-18
72639.20699207493,829901,ogXOzVOhFo,2018-04-02
6407.829528144144,846465,OmJuFCumtK,2018-09-22
103081.5171056455,510166,HGLMcXvcHO,2007-12-31
306463.1589334878,670983,cDIBMpGIZz,2000-12-20
2137.2348012261027,964646,vqnVGgEIAe,2017-01-13
106656.12054777099,438660,CCjnlabYaz,1997-05-26
759920.8515755652,931402,rAdduTcmAe,2003-08-23
457828.46067587816,174357,KxzDOaiQvM,2013-11-12
177963.00961976434,16143,EQrMfWceKQ,2015-01-27
164722.53930910808,428331,JhqGUINuPO,2009-12-06
543673.5534459165,450967,yxTNhnFNNu,2005-07-02
89916.57195152646,969708,UPtDuupMPD,1998-05-07
32277.498134812664,502379,MHrPMocZKx,2000-02-29
289383.4262800515,191557,eYtZKopVNa,2008-06-06
124173.46729668503,427842,xYWzzTWEwy,2010-05-23
658419.4710535073,295002,AIPYsxgCmX,2012-02-10
277743.9941338789,232811,vNFMHadBTN,2010-02-05
37811.86487008008,204071,NowWnLRyAF,2007-07-11
4977.300353982929,785907,zbYksChXSk,2015-09-24
142315.74151207617,193286,UBsTmXBHZy,2020-12-20
683353.1464846572,798891,LLXEoZZbBI,2019-03-04
57069.61573750033,196974,CBirBGBcgJ,2016-04-19
285438.3997290335,878750,EkqwBKZope,2000-02-13
156300.49597956045,720164,ZnYosKXKgA,2019-03-24
271044.63095118065,812739,GpvhHCElUT,2016-11-23
718158.4647176035,188967,qcEmvNjmeI,2016-09-06
461465.7891887295,123233,fONZGkxXgN,2017-03-25
125886.23026436727,41416,bGfyDAfmiX,2000-10-21
322749.9961027269,1996,ebfaMCrznP,2016-10-17
619803.5331787991,474143,WXhlyILcSE,2019-04-05
410916.5060072402,928358,twLyuyMgXK,2017-08-26
410995.79909359635,754291,xoNIgiasrc,2010-11-30
40133.36755208128,105400,zzIxTMHsFl,2015-11-14
137076.6760234309,623487,bNRAtdZBEJ,2015-05-04
22486.28080056162,133530,LyezKRlYDM,2004-06-15
172834.93884128224,299444,AiTJeYsRBS,2003-04-25
87240.07150826254,945290,wuuFnYXMbZ,2004-09-21
2676.6774662727703,384850,zUZJLTabYz,2004-07-14
262552.48809458036,884161,SgyWTZMzkS,2015-10-13
286239.9052803564,547205,uZfVnKuiRT,2016-10-21
184108.4716012037,14428,MNhghYYvaA,2019-04-15
37693.16966082213,907271,qVMEcXljHz,2010-11-05
55612.62564811816,859816,UuFbMScRYX,1995-12-18
256269.11915685475,985144,JCVcnoPGsB,2018-10-04
548216.8471861435,491785,DQotjdfnrm,2001-10-23
84757.20888808502,408720,wVZEWOKAjT,2009-04-12
575913.454630684,981368,jNEYUefkAN,2010-06-27
764152.0388013646,416942,wHWAeSzTOm,2008-12-18
76369.34664521324,5598,LtxCnxoRRs,2010-04-05
331245.7127089359,768921,wIegjykuPH,1996-07-01
29738.339962054055,136408,PKbqrsJPpv,2009-01-05
439700.7623129648,113366,cpOlyVzreY,2020-06-18
187988.1441188879,563539,hPgqmSwamv,2009-04-01
450341.0899573903,467025,SntKFeCsgB,1995-06-09
109225.25844973547,959183,BKfMQQalmX,1994-11-30
584542.9474040602,426465,cVYLavDnyB,2006-07-14
272883.11257916124,446754,OzzjYNPkuD,2019-06-02
110035.40226185221,652000,ToAqLyfsfc,1996-02-11
186758.74712559406,215827,qwxOyeiNZL,1999-01-08
24448.496307450427,810796,LtWwZCrVjs,2009-11-16
403404.08253593865,457276,CdfuPQBPgM,2014-11-07
51894.628556824144,663625,uKOkmqINKq,2019-11-10
7614.125380449409,640962,UpnpiOQeHZ,2015-10-21
95576.80815404073,580869,hujrRdCFId,2018-12-21
16209.52867101791,310193,GnmuFcbUqt,2004-06-17
242102.55856859806,738760,XHrIjuIdql,2002-12-24
108798.54112652046,333537,lmgiTfiNNF,2016-03-01
737631.696258014,70461,HAsKefrvMa,2018-12-14
848970.2609054194,964630,ngXUbFBgqT,2005-07-26
152630.18094457767,446327,yyzcqvNAHG,2001-10-06
697001.9137357963,646731,mRuESnywzC,1996-10-27
199794.01392345072,295027,wZdtPLXCeD,2006-03-23
174955.5025721324,872741,TXOrwnsZYf,2001-09-14
178144.55311200567,940390,VyLKzexhcn,2003-02-20
369362.42477879877,308445,EJHskurwtc,1997-08-10
36193.66811313551,859909,bYqFyeHFLO,2016-07-05
76292.12643230445,931197,WqEYHxNQvG,1995-05-12
547735.9515219595,27128,oBcUpbqgrJ,2010-12-20
457179.0515005362,461368,rRLIhnNqgV,2007-05-01
363129.56984989304,739265,gIdeDlSvTh,2002-10-16
887538.5888717908,830383,zjFownNQrP,2017-12-22
430257.30565892806,325844,DqSTZxVDMR,2000-11-22
110546.12807469288,944989,xRECRLdDhN,2014-04-09
594004.221338378,439027,EOaAxGYkrF,2006-11-16
142220.56135202257,783278,RdXyFAOiye,2020-07-23
440177.8551222697,707178,AdtZHwgtgT,2012-12-16
32140.247268816325,983521,bWiMBtTgFH,1996-06-18
342734.5346859024,722137,kcrSYvinoT,1997-10-07
157866.4847151488,244669,aXYIRdesJS,1996-01-03
603036.3128294499,314901,ZQIDCPkDYs,2017-05-07
108594.73842665812,12188,rpigwXnuzv,2008-10-26
862023.4860071366,880325,MFqnJSRgqH,2004-05-19
325241.44946279266,701919,zQiWZMPrCo,2003-03-28
442705.6440909314,723906,VIiWkqtIES,1996-04-09
207729.08399818247,31534,LKyEdrBTYS,2007-07-12
19848.821617511076,564925,dXKivFEiAm,2001-01-19
34791.819556630624,775817,PbHNQPuMMy,2018-08-22
469297.70814690925,895333,cDzTNCaMWu,2015-08-04
186660.14371407314,569587,CEvvpFQQmQ,1996-11-28
63050.46113627692,733789,ZWDBtGHKoM,2002-08-28
823043.9135588565,966143,UktWYTWawi,2002-05-12
110117.49492730582,735910,yaZAVEQeDT,2008-02-05
11961.151163202594,539949,aquEPJXxkv,2018-12-24
